experiment_id,run_id,recorded_at,case_id,status,error_type,error_message,mode,backend,threads,agent_count,state_width,action_count,steps,repetition,wall_ms,device_ms,agent_steps_per_second,ns_per_agent_step,checksum,correctness_valid,correctness_action_match,correctness_max_abs_error,correctness_max_rel_error
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:01.884466+00:00,3b87e09214b4,ok,,,graph-resident,cuda,,256,32,1,64,5,1.006941,0.9615359902381897,16271062.554807082,61.45880126953126,21.139862060546875,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:01.884466+00:00,3b87e09214b4,ok,,,graph-resident,cuda,,256,32,1,64,6,0.986245,0.957535982131958,16612505.006362516,60.19561767578125,20.403932571411133,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:02.171844+00:00,c24d4acc5cec,ok,,,graph-resident,cuda,,1048576,8,1,64,0,107.861647,107.74015808105469,622175405.8697064,1.6072637885808945,-2.760322093963623,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:02.171844+00:00,c24d4acc5cec,ok,,,graph-resident,cuda,,1048576,8,1,64,1,107.639363,107.55289459228516,623460248.4594785,1.6039514988660812,-2.7086286544799805,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:02.171844+00:00,c24d4acc5cec,ok,,,graph-resident,cuda,,1048576,8,1,64,2,107.616908,107.53324890136719,623590337.6818818,1.6036168932914734,-2.6585617065429688,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:02.171844+00:00,c24d4acc5cec,ok,,,graph-resident,cuda,,1048576,8,1,64,3,107.785393,107.71250915527344,622615570.924346,1.6061275154352188,-2.610076904296875,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:02.171844+00:00,c24d4acc5cec,ok,,,graph-resident,cuda,,1048576,8,1,64,4,108.535539,108.46524810791016,618312348.3636084,1.6173055619001389,-2.5631227493286133,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:02.171844+00:00,c24d4acc5cec,ok,,,graph-resident,cuda,,1048576,8,1,64,5,109.741811,109.6619873046875,611515915.2968599,1.6352804154157639,-2.5176496505737305,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:02.171844+00:00,c24d4acc5cec,ok,,,graph-resident,cuda,,1048576,8,1,64,6,110.209971,110.11913299560547,608918262.032752,1.6422565430402756,-2.4736180305480957,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:04.206977+00:00,289d3b7e3ef3,ok,,,eager-host-visible,cuda,,1048576,32,8,64,0,453.794995,453.6734924316406,147883658.34665057,6.762072369456291,28.092552185058594,False,True,3.457069396972656e-05,0.001776247750967741
