experiment_id,run_id,recorded_at,case_id,status,error_type,error_message,mode,backend,threads,agent_count,state_width,action_count,total_steps,observation_horizon,host_visible,compiler_backend,compile_first_call_ms,repetition,wall_ms,device_ms,agent_steps_per_second,ns_per_agent_step,checksum,correctness_valid,correctness_action_match,correctness_state_max_abs_error,correctness_state_max_rel_error,correctness_budget_max_abs_error
compiled-smoke,20260811T154641Z,2026-08-11T15:46:52.293642+00:00,cca99570e6fe,ok,,,compiled-gpu-resident,cuda,,256,8,1,4,4,False,inductor,1502.645899,0,0.146465,0.1098880022764206,6991431.399993172,143.0322265625,-2.9626846313476562,True,True,9.5367431640625e-07,4.654015697269642e-07,0.0
compiled-smoke,20260811T154641Z,2026-08-11T15:46:52.293642+00:00,cca99570e6fe,ok,,,compiled-gpu-resident,cuda,,256,8,1,4,4,False,inductor,1502.645899,1,0.138377,0.11382400244474411,7400073.711671738,135.1337890625,-2.9565887451171875,True,True,9.5367431640625e-07,4.654015697269642e-07,0.0
compiled-smoke,20260811T154641Z,2026-08-11T15:46:52.355759+00:00,9d2b5a362117,ok,,,compiled-gpu-host-visible,cuda,,256,8,1,4,4,True,inductor,1502.645899,0,0.149879,0.12511999905109406,6832177.9568852205,146.3662109375,-2.9626846313476562,True,True,9.5367431640625e-07,4.654015697269642e-07,0.0
compiled-smoke,20260811T154641Z,2026-08-11T15:46:52.355759+00:00,9d2b5a362117,ok,,,compiled-gpu-host-visible,cuda,,256,8,1,4,4,True,inductor,1502.645899,1,0.157795,0.1332480013370514,6489432.4915238125,154.0966796875,-2.9565887451171875,True,True,9.5367431640625e-07,4.654015697269642e-07,0.0
compiled-smoke,20260811T154641Z,2026-08-11T15:46:52.357277+00:00,1e1c6a9514e7,ok,,,compiled-cpu,cpu,1,256,8,8,4,1,False,inductor,694.534402,0,0.333326,,3072067.5854868805,325.513671875,-2.9545555114746094,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154641Z,2026-08-11T15:46:52.357277+00:00,1e1c6a9514e7,ok,,,compiled-cpu,cpu,1,256,8,8,4,1,False,inductor,694.534402,1,0.352513,,2904857.409513975,344.2509765625,-2.947114944458008,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154641Z,2026-08-11T15:46:54.557607+00:00,84aa2e88b0e5,ok,,,compiled-cpu,cpu,2,256,8,8,4,1,False,inductor,694.534402,0,0.371858,,2753739.330604693,363.142578125,-2.9545555114746094,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154641Z,2026-08-11T15:46:54.557607+00:00,84aa2e88b0e5,ok,,,compiled-cpu,cpu,2,256,8,8,4,1,False,inductor,694.534402,1,0.36394,,2813650.6017475408,355.41015625,-2.947114944458008,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154641Z,2026-08-11T15:46:54.560469+00:00,e92ed1681138,ok,,,compiled-gpu-resident,cuda,,256,8,8,4,1,False,inductor,718.972032,0,0.34869,0.31702399253845215,2936705.956580343,340.517578125,-2.9545650482177734,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154641Z,2026-08-11T15:46:54.560469+00:00,e92ed1681138,ok,,,compiled-gpu-resident,cuda,,256,8,8,4,1,False,inductor,718.972032,1,0.419189,0.3943359851837158,2442812.19211382,409.3642578125,-2.9471263885498047,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154641Z,2026-08-11T15:46:54.563596+00:00,ce3bc27bee11,ok,,,compiled-gpu-host-visible,cuda,,256,8,8,4,1,True,inductor,718.972032,0,0.554642,0.5299839973449707,1846235.9503968328,541.642578125,97.04543495178223,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154641Z,2026-08-11T15:46:54.563596+00:00,ce3bc27bee11,ok,,,compiled-gpu-host-visible,cuda,,256,8,8,4,1,True,inductor,718.972032,1,0.510063,0.48470398783683777,2007595.14020817,498.10839843750006,97.0528736114502,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154641Z,2026-08-11T15:46:54.567559+00:00,a673261afe7f,ok,,,compiled-cpu,cpu,1,256,8,8,4,4,False,inductor,1124.721698,0,0.107935,,9487191.365173483,105.4052734375,-2.9545555114746094,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154641Z,2026-08-11T15:46:54.567559+00:00,a673261afe7f,ok,,,compiled-cpu,cpu,1,256,8,8,4,4,False,inductor,1124.721698,1,0.125868,,8135507.039120348,122.91796875000001,-2.947114944458008,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154641Z,2026-08-11T15:46:58.413575+00:00,7f5b0d653cf3,ok,,,compiled-cpu,cpu,2,256,8,8,4,4,False,inductor,1124.721698,0,0.109696,,9334889.148191364,107.125,-2.9545555114746094,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154641Z,2026-08-11T15:46:58.413575+00:00,7f5b0d653cf3,ok,,,compiled-cpu,cpu,2,256,8,8,4,4,False,inductor,1124.721698,1,0.122185,,8380734.132667677,119.3212890625,-2.947114944458008,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154641Z,2026-08-11T15:46:58.482365+00:00,91c3e123f00d,ok,,,compiled-gpu-resident,cuda,,256,8,8,4,4,False,inductor,1385.150403,0,0.146752,0.11388800293207169,6977758.395115569,143.3125,-2.9545650482177734,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154641Z,2026-08-11T15:46:58.482365+00:00,91c3e123f00d,ok,,,compiled-gpu-resident,cuda,,256,8,8,4,4,False,inductor,1385.150403,1,0.148337,0.1228799968957901,6903200.145614379,144.8603515625,-2.9471263885498047,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154641Z,2026-08-11T15:46:58.547595+00:00,766afefc9013,ok,,,compiled-gpu-host-visible,cuda,,256,8,8,4,4,True,inductor,1385.150403,0,0.155484,0.12934400141239166,6585886.650716472,151.83984375,97.04543495178223,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154641Z,2026-08-11T15:46:58.547595+00:00,766afefc9013,ok,,,compiled-gpu-host-visible,cuda,,256,8,8,4,4,True,inductor,1385.150403,1,0.161875,0.13766400516033173,6325868.725868726,158.0810546875,97.0528736114502,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
