experiment_id,run_id,recorded_at,case_id,status,error_type,error_message,mode,backend,threads,agent_count,state_width,action_count,total_steps,observation_horizon,host_visible,compiler_backend,compile_first_call_ms,repetition,wall_ms,device_ms,agent_steps_per_second,ns_per_agent_step,checksum,correctness_valid,correctness_action_match,correctness_state_max_abs_error,correctness_state_max_rel_error,correctness_budget_max_abs_error
compiled-smoke,20260811T154523Z,2026-08-11T15:45:34.576383+00:00,9d2b5a362117,ok,,,compiled-gpu-host-visible,cuda,,256,8,1,4,4,True,inductor,1506.102909,0,0.160899,0.1361600011587143,6364240.921323315,157.1279296875,-2.9871864318847656,True,True,9.5367431640625e-07,4.654015697269642e-07,0.0
compiled-smoke,20260811T154523Z,2026-08-11T15:45:34.576383+00:00,9d2b5a362117,ok,,,compiled-gpu-host-visible,cuda,,256,8,1,4,4,True,inductor,1506.102909,1,0.202497,0.17788800597190857,5056865.0399759,197.7509765625,-2.981039047241211,True,True,9.5367431640625e-07,4.654015697269642e-07,0.0
compiled-smoke,20260811T154523Z,2026-08-11T15:45:34.577511+00:00,1e1c6a9514e7,ok,,,compiled-cpu,cpu,1,256,8,8,4,1,False,inductor,702.642183,0,0.3195,,3205007.8247261345,312.01171875,-2.9844632148742676,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154523Z,2026-08-11T15:45:34.577511+00:00,1e1c6a9514e7,ok,,,compiled-cpu,cpu,1,256,8,8,4,1,False,inductor,702.642183,1,0.318066,,3219457.5968509675,310.611328125,-2.976961135864258,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154523Z,2026-08-11T15:45:36.829400+00:00,84aa2e88b0e5,ok,,,compiled-cpu,cpu,2,256,8,8,4,1,False,inductor,702.642183,0,0.323565,,3164742.787384297,315.9814453125,-2.9844632148742676,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154523Z,2026-08-11T15:45:36.829400+00:00,84aa2e88b0e5,ok,,,compiled-cpu,cpu,2,256,8,8,4,1,False,inductor,702.642183,1,0.326511,,3136188.367313812,318.8583984375,-2.976961135864258,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154523Z,2026-08-11T15:45:36.830787+00:00,e92ed1681138,ok,,,compiled-gpu-resident,cuda,,256,8,8,4,1,False,inductor,726.46851,0,0.412502,0.3811199963092804,2482412.2064862717,402.833984375,-2.9844679832458496,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154523Z,2026-08-11T15:45:36.830787+00:00,e92ed1681138,ok,,,compiled-gpu-resident,cuda,,256,8,8,4,1,False,inductor,726.46851,1,0.427492,0.4015679955482483,2395366.4629981383,417.47265625,-2.9769697189331055,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154523Z,2026-08-11T15:45:36.832705+00:00,ce3bc27bee11,ok,,,compiled-gpu-host-visible,cuda,,256,8,8,4,1,True,inductor,726.46851,0,0.473978,0.44838398694992065,2160437.8262282214,462.869140625,97.01553201675415,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154523Z,2026-08-11T15:45:36.832705+00:00,ce3bc27bee11,ok,,,compiled-gpu-host-visible,cuda,,256,8,8,4,1,True,inductor,726.46851,1,0.514297,0.4883520007133484,1991067.4182427663,502.2431640625,97.0230302810669,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154523Z,2026-08-11T15:45:36.834846+00:00,a673261afe7f,ok,,,compiled-cpu,cpu,1,256,8,8,4,4,False,inductor,1149.255849,0,63.694735,,16076.682005192422,62201.8896484375,-2.9844632148742676,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154523Z,2026-08-11T15:45:36.834846+00:00,a673261afe7f,ok,,,compiled-cpu,cpu,1,256,8,8,4,4,False,inductor,1149.255849,1,0.151434,,6762021.738843324,147.884765625,-2.976961135864258,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154523Z,2026-08-11T15:45:40.652586+00:00,7f5b0d653cf3,ok,,,compiled-cpu,cpu,2,256,8,8,4,4,False,inductor,1149.255849,0,62.782705,,16310.224288679503,61311.2353515625,-2.9844632148742676,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154523Z,2026-08-11T15:45:40.652586+00:00,7f5b0d653cf3,ok,,,compiled-cpu,cpu,2,256,8,8,4,4,False,inductor,1149.255849,1,0.145222,,7051273.223065375,141.818359375,-2.976961135864258,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154523Z,2026-08-11T15:45:40.716062+00:00,91c3e123f00d,ok,,,compiled-gpu-resident,cuda,,256,8,8,4,4,False,inductor,1399.450928,0,60.562325,60.52044677734375,16908.201592326583,59142.8955078125,-2.984468460083008,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154523Z,2026-08-11T15:45:40.716062+00:00,91c3e123f00d,ok,,,compiled-gpu-resident,cuda,,256,8,8,4,4,False,inductor,1399.450928,1,0.16274,0.13792000710964203,6292245.299250338,158.92578125,-2.976968765258789,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154523Z,2026-08-11T15:45:40.777702+00:00,766afefc9013,ok,,,compiled-gpu-host-visible,cuda,,256,8,8,4,4,True,inductor,1399.450928,0,0.191314,0.15007999539375305,5352457.216931327,186.830078125,97.01553153991699,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
compiled-smoke,20260811T154523Z,2026-08-11T15:45:40.777702+00:00,766afefc9013,ok,,,compiled-gpu-host-visible,cuda,,256,8,8,4,4,True,inductor,1399.450928,1,0.158561,0.13449600338935852,6458082.37839065,154.8447265625,97.02303123474121,True,True,9.5367431640625e-07,4.738301129236788e-07,0.0
