target_active_sessions,repetition,deadline_ms,grouping,threshold_k,horizon_s,mean_active_sessions,event_count,fixed_window_eligible_share,exact_optimal_share,local_upper_share,exact_accelerated_event_count,exact_batch_count,alignment_gap_closure,solver_elapsed_s,algorithm
1000,2,250,route_key,64,60.0,1062.5437636520214,6879,0.0,0.0,0.0,0,0,,0.01298539713025093,unit_interval_monotone_dp
1000,2,250,route_key,128,60.0,1062.5437636520214,6879,0.0,0.0,0.0,0,0,,0.012705180794000626,unit_interval_monotone_dp
1000,2,250,route_key,256,60.0,1062.5437636520214,6879,0.0,0.0,0.0,0,0,,0.012669748160988092,unit_interval_monotone_dp
10000,0,10,event_class,32,60.0,9997.073338683264,65544,0.0,0.0,0.0,0,0,,0.12846933538094163,unit_interval_monotone_dp
10000,0,10,event_class,64,60.0,9997.073338683264,65544,0.0,0.0,0.0,0,0,,0.1242999229580164,unit_interval_monotone_dp
10000,0,10,event_class,128,60.0,9997.073338683264,65544,0.0,0.0,0.0,0,0,,0.135251488070935,unit_interval_monotone_dp
10000,0,10,event_class,256,60.0,9997.073338683264,65544,0.0,0.0,0.0,0,0,,0.1291484721004963,unit_interval_monotone_dp
10000,0,10,pooled,32,60.0,9997.073338683264,65544,0.0,0.0,0.0,0,0,,0.12941533606499434,unit_interval_monotone_dp
10000,0,10,pooled,64,60.0,9997.073338683264,65544,0.0,0.0,0.0,0,0,,0.1279849079437554,unit_interval_monotone_dp
10000,0,10,pooled,128,60.0,9997.073338683264,65544,0.0,0.0,0.0,0,0,,0.13015170395374298,unit_interval_monotone_dp
10000,0,10,pooled,256,60.0,9997.073338683264,65544,0.0,0.0,0.0,0,0,,0.12686771200969815,unit_interval_monotone_dp
10000,0,10,route_key,32,60.0,9997.073338683264,65544,0.0,0.0,0.0,0,0,,0.12772366404533386,unit_interval_monotone_dp
10000,0,10,route_key,64,60.0,9997.073338683264,65544,0.0,0.0,0.0,0,0,,0.12879283027723432,unit_interval_monotone_dp
10000,0,10,route_key,128,60.0,9997.073338683264,65544,0.0,0.0,0.0,0,0,,0.12975722644478083,unit_interval_monotone_dp
10000,0,10,route_key,256,60.0,9997.073338683264,65544,0.0,0.0,0.0,0,0,,0.1285845278762281,unit_interval_monotone_dp
10000,0,25,event_class,32,60.0,9997.073338683264,65544,0.0,0.0,0.0,0,0,,0.12590168556198478,unit_interval_monotone_dp
10000,0,25,event_class,64,60.0,9997.073338683264,65544,0.0,0.0,0.0,0,0,,0.12603560788556933,unit_interval_monotone_dp
10000,0,25,event_class,128,60.0,9997.073338683264,65544,0.0,0.0,0.0,0,0,,0.12623355304822326,unit_interval_monotone_dp
10000,0,25,event_class,256,60.0,9997.073338683264,65544,0.0,0.0,0.0,0,0,,0.12585268635302782,unit_interval_monotone_dp
10000,0,25,pooled,32,60.0,9997.073338683264,65544,0.2644025387525937,0.5709141950445502,0.6672311729525204,37420,1078,0.7608983827595349,0.13759371312335134,unit_interval_monotone_dp
