target_active_sessions,deadline_ms,grouping,threshold_k,repetitions,fixed_window_eligible_share_mean,local_upper_share_mean,local_upper_share_min,local_upper_share_max,boundary_alignment_gap_mean,boundary_alignment_gap_max,event_count_mean,mean_active_sessions,fixed_cohort_p90,local_cohort_p90,local_cohort_max
100000,10,event_class,32,3,0.9937247814223041,0.9942183048177164,0.9941543024426226,0.9943393816863073,0.0004935233954122727,0.0005578307606014521,651123.3333333334,99823.75911494302,65.0,72.0,93
100000,10,event_class,64,3,0.1301369209640596,0.44231837085622017,0.43750528248826326,0.45112041255940655,0.3121814498921606,0.3152981587422209,651123.3333333334,99823.75911494302,65.0,72.0,93
100000,10,event_class,128,3,0.0,0.0,0.0,0.0,0.0,0.0,651123.3333333334,99823.75911494302,65.0,72.0,93
100000,10,event_class,256,3,0.0,0.0,0.0,0.0,0.0,0.0,651123.3333333334,99823.75911494302,65.0,72.0,93
100000,10,pooled,32,3,1.0,1.0,1.0,1.0,0.0,0.0,651123.3333333334,99823.75911494302,123.0,133.0,159
100000,10,pooled,64,3,1.0,1.0,1.0,1.0,0.0,0.0,651123.3333333334,99823.75911494302,123.0,133.0,159
100000,10,pooled,128,3,0.04316798885666833,0.2287668527641189,0.2190008447076527,0.24389694594503497,0.18559886390745053,0.2018642390295171,651123.3333333334,99823.75911494302,123.0,133.0,159
100000,10,pooled,256,3,0.0,0.0,0.0,0.0,0.0,0.0,651123.3333333334,99823.75911494302,123.0,133.0,159
100000,10,route_key,32,3,0.48130201920689225,0.4914143390685919,0.489399611342162,0.493113285307627,0.0101123198616996,0.01168826393506417,651123.3333333334,99823.75911494302,59.0,66.0,87
100000,10,route_key,64,3,0.03545958221152996,0.1534496195826933,0.14853776335568963,0.1572667829454386,0.11799003737116333,0.1199013423282903,651123.3333333334,99823.75911494302,59.0,66.0,87
100000,10,route_key,128,3,0.0,0.0,0.0,0.0,0.0,0.0,651123.3333333334,99823.75911494302,59.0,66.0,87
100000,10,route_key,256,3,0.0,0.0,0.0,0.0,0.0,0.0,651123.3333333334,99823.75911494302,59.0,66.0,87
100000,25,event_class,32,3,0.9942183048177164,0.9942183048177164,0.9941543024426226,0.9943393816863073,0.0,0.0,651123.3333333334,99823.75911494302,152.33333333333334,163.33333333333334,191
100000,25,event_class,64,3,0.9942183048177164,0.9942183048177164,0.9941543024426226,0.9943393816863073,0.0,0.0,651123.3333333334,99823.75911494302,152.33333333333334,163.33333333333334,191
100000,25,event_class,128,3,0.7438539255983204,0.9671273812803453,0.962692847988011,0.9705839995342467,0.22327345568202472,0.2266447565811035,651123.3333333334,99823.75911494302,152.33333333333334,163.33333333333334,191
100000,25,event_class,256,3,0.0,0.0,0.0,0.0,0.0,0.0,651123.3333333334,99823.75911494302,152.33333333333334,163.33333333333334,191
100000,25,pooled,32,3,1.0,1.0,1.0,1.0,0.0,0.0,651123.3333333334,99823.75911494302,293.6666666666667,309.3333333333333,343
100000,25,pooled,64,3,1.0,1.0,1.0,1.0,0.0,0.0,651123.3333333334,99823.75911494302,293.6666666666667,309.3333333333333,343
100000,25,pooled,128,3,1.0,1.0,1.0,1.0,0.0,0.0,651123.3333333334,99823.75911494302,293.6666666666667,309.3333333333333,343
100000,25,pooled,256,3,0.8481190189917651,0.9932674511077808,0.9908913127433919,0.9954206028441596,0.14514843211601577,0.1532459699444093,651123.3333333334,99823.75911494302,293.6666666666667,309.3333333333333,343
100000,25,route_key,32,3,0.6595621772424471,0.6600261320592228,0.6587073357243637,0.660994106664003,0.0004639548167756728,0.0006939219514746631,651123.3333333334,99823.75911494302,140.0,151.66666666666666,181
100000,25,route_key,64,3,0.48500279426489595,0.5093532933056797,0.5069830704584655,0.5122183647767907,0.024350499040783753,0.025804879991910556,651123.3333333334,99823.75911494302,140.0,151.66666666666666,181
100000,25,route_key,128,3,0.29579022957408,0.45520440328811307,0.4502584128420181,0.4579381835006879,0.15941417371403308,0.16331322344440702,651123.3333333334,99823.75911494302,140.0,151.66666666666666,181
100000,25,route_key,256,3,0.0,0.0,0.0,0.0,0.0,0.0,651123.3333333334,99823.75911494302,140.0,151.66666666666666,181
100000,50,event_class,32,3,0.9942183048177164,0.9942183048177164,0.9941543024426226,0.9943393816863073,0.0,0.0,651123.3333333334,99823.75911494302,295.3333333333333,312.0,352
