target_active_sessions,deadline_ms,grouping,threshold_k,repetitions,event_count_mean,fixed_window_eligible_share_mean,exact_optimal_share_mean,exact_optimal_share_min,exact_optimal_share_max,local_upper_share_mean,exact_batch_count_mean,alignment_gap_closure_mean,solver_elapsed_s_mean
100000,50,route_key,32,3,651123.3333333334,0.6618387460749148,0.6683499295332768,0.6675159902081612,0.6698809807371664,0.6698819459757704,2544.0,0.8098499367847314,1.583511662048598
100000,50,route_key,64,3,651123.3333333334,0.6600261320592228,0.6600261320592228,0.6587073357243637,0.660994106664003,0.6600261320592228,2384.0,,1.5524559887126088
100000,50,route_key,128,3,651123.3333333334,0.48038996852034654,0.48387544121394344,0.48241115568008197,0.4849151072611559,0.4844696380889962,1216.3333333333333,0.8555606921755636,1.4944257239500682
100000,50,route_key,256,3,651123.3333333334,0.30190190847479453,0.4300067740524279,0.4243186563455393,0.4341306368952031,0.4584865243288807,1046.3333333333333,0.8183322783920071,1.3983954371263583
100000,100,event_class,32,3,651123.3333333334,0.9942183048177164,0.9942183048177164,0.9941543024426226,0.9943393816863073,0.9942183048177164,1198.0,,1.7139516778600712
100000,100,event_class,64,3,651123.3333333334,0.9942183048177164,0.9942183048177164,0.9941543024426226,0.9943393816863073,0.9942183048177164,1198.0,,1.7032465279723208
100000,100,event_class,128,3,651123.3333333334,0.9942183048177164,0.9942183048177164,0.9941543024426226,0.9943393816863073,0.9942183048177164,1198.0,,1.7051361678168178
100000,100,event_class,256,3,651123.3333333334,0.9942183048177164,0.9942183048177164,0.9941543024426226,0.9943393816863073,0.9942183048177164,1198.0,,1.678367970045656
100000,100,pooled,32,3,651123.3333333334,1.0,1.0,1.0,1.0,1.0,600.0,,1.722957646784683
100000,100,pooled,64,3,651123.3333333334,1.0,1.0,1.0,1.0,1.0,600.0,,1.7082459502853453
100000,100,pooled,128,3,651123.3333333334,1.0,1.0,1.0,1.0,1.0,600.0,,1.7070938761656482
100000,100,pooled,256,3,651123.3333333334,1.0,1.0,1.0,1.0,1.0,600.0,,1.7139032773363094
100000,100,route_key,32,3,651123.3333333334,0.738549422372825,0.7495606591821048,0.7486065701862707,0.7512289949057604,0.7518865315224135,2626.6666666666665,0.8255957733437654,1.605984304100275
100000,100,route_key,64,3,651123.3333333334,0.660259267735359,0.6614756987608984,0.6602382721804997,0.6626030565437544,0.6616845045933702,1211.3333333333333,0.8510404180734573,1.5638646337514122
100000,100,route_key,128,3,651123.3333333334,0.6600261320592228,0.6600261320592228,0.6587073357243637,0.660994106664003,0.6600261320592228,1197.0,,1.5648655891418457
100000,100,route_key,256,3,651123.3333333334,0.47979282185193295,0.47979282185193295,0.478986166181229,0.48088085011563847,0.47979282185193295,599.0,,1.4883781373500824
100000,250,event_class,32,3,651123.3333333334,0.9942183048177164,0.9942346965388728,0.9941612303242194,0.9943393816863073,0.9942346965388728,480.3333333333333,1.0,1.7127919591342409
100000,250,event_class,64,3,651123.3333333334,0.9942183048177164,0.9942183048177164,0.9941543024426226,0.9943393816863073,0.9942183048177164,480.0,,1.709091366113474
100000,250,event_class,128,3,651123.3333333334,0.9942183048177164,0.9942183048177164,0.9941543024426226,0.9943393816863073,0.9942183048177164,480.0,,1.7022679881192744
100000,250,event_class,256,3,651123.3333333334,0.9942183048177164,0.9942183048177164,0.9941543024426226,0.9943393816863073,0.9942183048177164,480.0,,1.7045629103668034
100000,250,pooled,32,3,651123.3333333334,1.0,1.0,1.0,1.0,1.0,240.0,,1.7292879191227257
100000,250,pooled,64,3,651123.3333333334,1.0,1.0,1.0,1.0,1.0,240.0,,1.727549830141167
100000,250,pooled,128,3,651123.3333333334,1.0,1.0,1.0,1.0,1.0,240.0,,1.721457556200524
100000,250,pooled,256,3,651123.3333333334,1.0,1.0,1.0,1.0,1.0,240.0,,1.730417367381354
100000,250,route_key,32,3,651123.3333333334,0.8376409369440951,0.8485297285207287,0.8476356648187725,0.850051096068292,0.8497517135075844,2640.0,0.8991201729683272,1.6475665454442303
100000,250,route_key,64,3,651123.3333333334,0.75315977976136,0.7598863254763876,0.7589282157663634,0.7617586267835601,0.7608860159611606,1179.6666666666667,0.8706817112795037,1.6166723547503352
100000,250,route_key,128,3,651123.3333333334,0.6623194925567878,0.6697727015881819,0.6672958422321842,0.672224484621236,0.6727548797229644,527.6666666666666,0.7149656061078026,1.5711957456854482
100000,250,route_key,256,3,651123.3333333334,0.6600261320592228,0.6600261320592228,0.6587073357243637,0.660994106664003,0.6600261320592228,480.0,,1.5775422376270096
