target_active_sessions,window_ms,grouping,threshold_k,repetitions,eligible_share_mean,eligible_share_std,eligible_share_min,eligible_share_max,cohort_size_event_mean,cohort_size_event_p50,cohort_size_event_p90,cohort_size_event_p99,cohort_size_max,wait_ms_mean,wait_ms_p95,mean_active_sessions,active_population_ratio,event_rate_hz
100,10,event_class,128,5,0.0,0.0,0.0,0.0,1.0633856991068313,1.0,1.0,2.0,3,4.961684670317281,9.513707961786553,98.35978567599355,0.9835978567599355,10.6
100,10,event_class,256,5,0.0,0.0,0.0,0.0,1.0633856991068313,1.0,1.0,2.0,3,4.961684670317281,9.513707961786553,98.35978567599355,0.9835978567599355,10.6
100,10,event_class,512,5,0.0,0.0,0.0,0.0,1.0633856991068313,1.0,1.0,2.0,3,4.961684670317281,9.513707961786553,98.35978567599355,0.9835978567599355,10.6
100,10,event_class,1024,5,0.0,0.0,0.0,0.0,1.0633856991068313,1.0,1.0,2.0,3,4.961684670317281,9.513707961786553,98.35978567599355,0.9835978567599355,10.6
100,10,event_class,4096,5,0.0,0.0,0.0,0.0,1.0633856991068313,1.0,1.0,2.0,3,4.961684670317281,9.513707961786553,98.35978567599355,0.9835978567599355,10.6
100,10,pooled,32,5,0.0,0.0,0.0,0.0,1.129128693900169,1.0,1.8,2.2,4,4.961684670317281,9.513707961786553,98.35978567599355,0.9835978567599355,10.6
100,10,pooled,64,5,0.0,0.0,0.0,0.0,1.129128693900169,1.0,1.8,2.2,4,4.961684670317281,9.513707961786553,98.35978567599355,0.9835978567599355,10.6
100,10,pooled,128,5,0.0,0.0,0.0,0.0,1.129128693900169,1.0,1.8,2.2,4,4.961684670317281,9.513707961786553,98.35978567599355,0.9835978567599355,10.6
100,10,pooled,256,5,0.0,0.0,0.0,0.0,1.129128693900169,1.0,1.8,2.2,4,4.961684670317281,9.513707961786553,98.35978567599355,0.9835978567599355,10.6
100,10,pooled,512,5,0.0,0.0,0.0,0.0,1.129128693900169,1.0,1.8,2.2,4,4.961684670317281,9.513707961786553,98.35978567599355,0.9835978567599355,10.6
100,10,pooled,1024,5,0.0,0.0,0.0,0.0,1.129128693900169,1.0,1.8,2.2,4,4.961684670317281,9.513707961786553,98.35978567599355,0.9835978567599355,10.6
100,10,pooled,4096,5,0.0,0.0,0.0,0.0,1.129128693900169,1.0,1.8,2.2,4,4.961684670317281,9.513707961786553,98.35978567599355,0.9835978567599355,10.6
100,10,route_key,32,5,0.0,0.0,0.0,0.0,1.0372200705916659,1.0,1.0,2.0,2,4.961684670317281,9.513707961786553,98.35978567599355,0.9835978567599355,10.6
100,10,route_key,64,5,0.0,0.0,0.0,0.0,1.0372200705916659,1.0,1.0,2.0,2,4.961684670317281,9.513707961786553,98.35978567599355,0.9835978567599355,10.6
100,10,route_key,128,5,0.0,0.0,0.0,0.0,1.0372200705916659,1.0,1.0,2.0,2,4.961684670317281,9.513707961786553,98.35978567599355,0.9835978567599355,10.6
100,10,route_key,256,5,0.0,0.0,0.0,0.0,1.0372200705916659,1.0,1.0,2.0,2,4.961684670317281,9.513707961786553,98.35978567599355,0.9835978567599355,10.6
100,10,route_key,512,5,0.0,0.0,0.0,0.0,1.0372200705916659,1.0,1.0,2.0,2,4.961684670317281,9.513707961786553,98.35978567599355,0.9835978567599355,10.6
100,10,route_key,1024,5,0.0,0.0,0.0,0.0,1.0372200705916659,1.0,1.0,2.0,2,4.961684670317281,9.513707961786553,98.35978567599355,0.9835978567599355,10.6
100,10,route_key,4096,5,0.0,0.0,0.0,0.0,1.0372200705916659,1.0,1.0,2.0,2,4.961684670317281,9.513707961786553,98.35978567599355,0.9835978567599355,10.6
100,25,event_class,32,5,0.0,0.0,0.0,0.0,1.1318694752932934,1.0,1.8,2.2460000000000035,3,12.493852607941605,23.687443799351314,98.35978567599355,0.9835978567599355,10.6
100,25,event_class,64,5,0.0,0.0,0.0,0.0,1.1318694752932934,1.0,1.8,2.2460000000000035,3,12.493852607941605,23.687443799351314,98.35978567599355,0.9835978567599355,10.6
100,25,event_class,128,5,0.0,0.0,0.0,0.0,1.1318694752932934,1.0,1.8,2.2460000000000035,3,12.493852607941605,23.687443799351314,98.35978567599355,0.9835978567599355,10.6
100,25,event_class,256,5,0.0,0.0,0.0,0.0,1.1318694752932934,1.0,1.8,2.2460000000000035,3,12.493852607941605,23.687443799351314,98.35978567599355,0.9835978567599355,10.6
100,25,event_class,512,5,0.0,0.0,0.0,0.0,1.1318694752932934,1.0,1.8,2.2460000000000035,3,12.493852607941605,23.687443799351314,98.35978567599355,0.9835978567599355,10.6
