hardware,agent_count,state_width,action_count,mode,threads,repetitions,median_wall_ms,mean_wall_ms,std_wall_ms,p10_wall_ms,p90_wall_ms,median_ns_per_agent_step,correctness_valid,cv
NVIDIA L4,256,8,8,cpu,1.0,7,4.391623,4.357773714285714,0.09511891142970184,4.2312672,4.4337234,268.0433959960937,True,0.021827409513688542
NVIDIA L4,256,8,8,cpu,8.0,7,6.01514,6.051236142857143,0.1613362071270515,5.9378132,6.2154166,367.135009765625,True,0.02666169412633023
NVIDIA L4,256,8,8,eager-host-visible,,7,13.274732,13.149437285714285,0.4615811336466989,12.6128724,13.6001984,810.225341796875,True,0.03510272900789196
NVIDIA L4,256,8,8,eager-resident,,7,14.0058,14.117508571428571,1.9267238401940971,12.0299314,15.9171906,854.84619140625,True,0.1364776107941211
NVIDIA L4,256,8,8,graph-resident,,7,1.005396,1.0079204285714287,0.01031488837970209,0.9986446,1.0188252,61.364501953125,True,0.010233832043985704
NVIDIA L4,256,32,1,cpu,1.0,7,4.403811,4.393719571428571,0.11751776418745835,4.2774498,4.4942688,268.78729248046875,True,0.026746760296595055
NVIDIA L4,256,32,1,cpu,8.0,7,6.150963,6.242195571428572,0.2199257909362892,6.0354718,6.4984736000000005,375.4249877929688,True,0.03523212120154024
NVIDIA L4,256,32,1,eager-host-visible,,7,13.851102,14.132373142857144,0.638766788928591,13.5266918,14.850230400000001,845.4041748046875,True,0.045198834086222786
NVIDIA L4,256,32,1,eager-resident,,7,12.316119,12.512473714285715,2.045471692393771,10.88935,14.484560400000001,751.7162475585938,True,0.16347460455069082
NVIDIA L4,256,32,1,graph-resident,,7,1.004405,1.004662142857143,0.010424242968973364,0.9936196,1.0156738,61.30401611328125,True,0.010375869184567881
NVIDIA L4,256,32,8,cpu,1.0,7,4.599769,4.571372428571428,0.106738952706837,4.4701056,4.656658,280.74761962890625,True,0.023349432664840512
NVIDIA L4,256,32,8,cpu,8.0,7,6.322345,6.431967571428571,0.49549898316708907,6.1164616,6.874021000000001,385.8853149414063,True,0.07703692185391979
NVIDIA L4,256,32,8,eager-host-visible,,7,13.493359,13.842946,0.9578407747947116,13.2541574,14.7200764,823.5692749023438,True,0.06919341986848115
NVIDIA L4,256,32,8,eager-resident,,7,11.082376,11.068479142857143,0.09276116735902785,10.9680606,11.1510244,676.41455078125,True,0.008380660627516266
NVIDIA L4,256,32,8,graph-resident,,7,1.025601,1.0306365714285715,0.016087604626514405,1.016644,1.0466546,62.59771728515625,True,0.015609386540800975
NVIDIA L4,4096,8,1,cpu,1.0,7,11.891486,11.830950142857144,0.19469058678873694,11.6054226,12.0249804,45.36241912841797,True,0.016456039830941224
NVIDIA L4,4096,8,1,cpu,8.0,7,13.26959,13.31749642857143,0.37661842728985756,12.9663918,13.7967468,50.61946868896485,True,0.028279972088587037
NVIDIA L4,4096,8,1,eager-host-visible,,7,14.149188,14.11904,0.3524516880760638,13.8402332,14.388521200000001,53.97486877441406,True,0.02496286490271745
NVIDIA L4,4096,8,1,eager-resident,,7,10.420494,10.636387714285714,0.49902496505576205,10.3020052,11.265706,39.75102996826172,True,0.04691677084932909
NVIDIA L4,4096,8,1,graph-resident,,7,1.321063,1.3250164285714285,0.008578642644325915,1.3193694,1.3343972,5.039455413818359,True,0.006474367003566145
NVIDIA L4,4096,8,8,cpu,1.0,7,17.301043,17.277729857142855,0.20760571760304763,17.102469000000003,17.4276966,65.99824142456055,True,0.012015798332280355
NVIDIA L4,4096,8,8,cpu,8.0,7,12.563711,13.301275857142857,1.0362433652634284,12.4927112,14.6893306,47.926753997802734,True,0.07790556157114509
NVIDIA L4,4096,8,8,eager-host-visible,,7,13.979275,14.02942842857143,0.23188142507386322,13.8253048,14.2467496,53.32670211791992,True,0.01652821611760237
NVIDIA L4,4096,8,8,eager-resident,,7,13.41168,16.499244,4.983772190345315,12.112961,22.025916000000002,51.1614990234375,True,0.3020606392841584
NVIDIA L4,4096,8,8,graph-resident,,7,1.346431,1.3492588571428572,0.005111982603927502,1.3448494,1.3552506,5.136226654052734,True,0.0037887337754835683
NVIDIA L4,4096,32,1,cpu,1.0,7,16.953713,17.008369285714284,0.23115075566659535,16.8163536,17.24699,64.67328262329102,True,0.01359041256593271
NVIDIA L4,4096,32,1,cpu,8.0,7,16.283606,16.14404342857143,1.0235516128352378,15.023751,17.0349442,62.11702728271484,True,0.06340119297646184
NVIDIA L4,4096,32,1,eager-host-visible,,7,14.002234,14.030336,0.12710141905187383,13.8868304,14.164579,53.414283752441406,True,0.009059043137090503
NVIDIA L4,4096,32,1,eager-resident,,7,14.427451,15.082946285714286,3.845331186492424,11.465328600000001,19.261457200000002,55.03635787963867,True,0.2549456262490641
NVIDIA L4,4096,32,1,graph-resident,,7,1.499323,1.5000125714285715,0.009248150695447889,1.4915574,1.5125358,5.719463348388672,True,0.006165382125191257
NVIDIA L4,4096,32,8,cpu,1.0,7,24.586374,24.75698157142857,1.931831066080473,23.261749000000002,26.592522000000002,93.7895736694336,True,0.0780317689580523
NVIDIA L4,4096,32,8,cpu,8.0,7,17.093571,16.866647714285715,1.1304315924220745,15.501259600000001,17.9525286,65.2067985534668,True,0.06702171122389788
NVIDIA L4,4096,32,8,eager-host-visible,,7,14.463775,14.393552999999999,0.35167408830430813,13.999663199999999,14.7166396,55.174922943115234,True,0.02443275043377463
NVIDIA L4,4096,32,8,eager-resident,,7,10.983792,10.929563142857143,0.15342415010511298,10.7775476,11.0518462,41.89984130859375,True,0.014037537283032314
NVIDIA L4,4096,32,8,graph-resident,,7,1.519106,1.5201304285714285,0.00923650810384429,1.5118846,1.5284926,5.794929504394531,True,0.006076128686223638
NVIDIA L4,65536,8,1,cpu,1.0,7,148.290991,153.841789,14.181053187569722,143.2235152,167.6244618,35.35532736778259,True,0.09217946098878063
NVIDIA L4,65536,8,1,cpu,8.0,7,51.960508,52.16604842857142,1.6279173837422714,50.640501400000005,54.338929,12.388350486755373,True,0.03120645386762051
NVIDIA L4,65536,8,1,eager-host-visible,,7,25.004406,25.18496742857143,0.4153050161856373,24.8303348,25.7134004,5.961514949798584,True,0.016490194691079443
NVIDIA L4,65536,8,1,eager-resident,,7,11.555067,11.486362999999999,0.40521841374086953,11.0581202,11.846295999999999,2.7549426555633545,True,0.03527821763432599
NVIDIA L4,65536,8,1,graph-resident,,7,4.769648,4.790731857142857,0.044310391450269854,4.7596364,4.852123,1.1371726989746094,True,0.009249190472684085
NVIDIA L4,65536,8,8,cpu,1.0,7,232.196991,230.94472885714285,4.150633385613468,225.7530746,234.98587,55.360076665878296,True,0.017972410135331365
NVIDIA L4,65536,8,8,cpu,8.0,7,63.720208,63.740788,1.0062286732063772,62.8893156,64.5831354,15.192081451416016,True,0.015786260333122602
NVIDIA L4,65536,8,8,eager-host-visible,,7,23.856334,23.836004142857142,0.26949427853693514,23.5108448,24.1262212,5.687793254852295,True,0.011306185253273402
NVIDIA L4,65536,8,8,eager-resident,,7,11.154411,11.212677714285714,0.29603613426670045,10.9508908,11.5210908,2.659418821334839,True,0.026401912354042805
NVIDIA L4,65536,8,8,graph-resident,,7,4.869677,4.870381285714286,0.048355478540748585,4.8207004,4.9188258,1.1610214710235596,True,0.00992847904589811
NVIDIA L4,65536,32,1,cpu,1.0,7,296.864748,310.042177,36.34503193557181,288.2412132,344.6530308,70.77807140350342,True,0.11722608932516886
NVIDIA L4,65536,32,1,cpu,8.0,7,67.167752,68.00605414285714,2.5430194058219744,65.2563222,70.72473,16.014039993286133,True,0.037394014957550285
NVIDIA L4,65536,32,1,eager-host-visible,,7,25.062547,26.435406285714286,3.5132322799722338,24.5585278,29.532344600000002,5.975376844406128,True,0.13289874352605607
NVIDIA L4,65536,32,1,eager-resident,,7,11.217806,11.41475257142857,0.8152963091657449,10.9119248,12.0516026,2.6745333671569824,True,0.07142479033723896
NVIDIA L4,65536,32,1,graph-resident,,7,7.490028,7.543989428571429,0.0780686663689027,7.4792432,7.6363156,1.785761833190918,True,0.010348459141953783
NVIDIA L4,65536,32,8,cpu,1.0,7,914.410074,994.1690004285714,208.51371222097362,855.7527638,1220.5003840000002,218.01235055923465,True,0.20973668675153467
NVIDIA L4,65536,32,8,cpu,8.0,7,215.079549,212.38746514285714,6.850211924751877,204.24456320000002,218.8403996,51.27896046638489,True,0.03225337201583084
NVIDIA L4,65536,32,8,eager-host-visible,,7,22.677598,22.830202857142858,0.3594468604376395,22.547556,23.236328999999998,5.406760692596436,True,0.01574435683672341
NVIDIA L4,65536,32,8,eager-resident,,7,11.20895,11.230915714285715,0.26235859964224206,11.0234764,11.4646182,2.672421932220459,True,0.02336039253758464
NVIDIA L4,65536,32,8,graph-resident,,7,7.580756,7.611821571428571,0.08280949853097958,7.5330978,7.7130814,1.8073930740356443,True,0.010879064591031665
NVIDIA L4,1048576,8,1,cpu,1.0,7,3764.690488,3788.3036015714283,78.29801514284264,3740.1402776,3853.000982,56.098259806633,True,0.02066835802451625
NVIDIA L4,1048576,8,1,cpu,8.0,7,1440.411504,1445.9884978571429,12.425229485893837,1433.3449315999999,1460.9193023999999,21.463804006576535,True,0.00859289648866999
NVIDIA L4,1048576,8,1,eager-host-visible,,7,226.689313,227.05221485714287,0.8399469096112433,226.4968324,227.9513002,3.377933993935585,True,0.0036993557192988523
NVIDIA L4,1048576,8,1,eager-resident,,7,108.38227,108.35993542857143,0.16447215275425248,108.1586844,108.5154344,1.615021675825119,True,0.001517831771528408
NVIDIA L4,1048576,8,1,graph-resident,,7,107.861647,108.484376,1.072718888210543,107.630381,109.929075,1.6072637885808945,True,0.009888233935276937
NVIDIA L4,1048576,8,8,cpu,1.0,7,5085.713811,5172.029953285714,283.4610471464532,5002.7902518,5410.9367554,75.78304128348827,True,0.05480653625495239
NVIDIA L4,1048576,8,8,cpu,8.0,7,1058.538469,1057.8437252857143,7.27949221431005,1049.4405284,1065.8889588,15.773452356457712,True,0.00688144386576942
NVIDIA L4,1048576,8,8,eager-host-visible,,7,219.84195,214.00162628571428,19.045947011842745,199.3190712,224.3273566,3.2759003341197968,True,0.08899907604634012
NVIDIA L4,1048576,8,8,eager-resident,,7,109.952543,109.77432914285714,0.44914094684646216,109.3800816,110.0252498,1.6384205669164658,True,0.004091493433423429
NVIDIA L4,1048576,8,8,graph-resident,,7,108.553492,109.31195828571428,1.4776366166486574,108.01363979999999,111.2713468,1.617573082447052,True,0.01351761179491893
NVIDIA L4,1048576,32,1,cpu,1.0,7,10592.571787,10595.99586457143,310.4668666647055,10260.3524876,10936.3592672,157.84161965548992,True,0.029300395227859287
NVIDIA L4,1048576,32,1,cpu,8.0,7,2113.913749,2114.220701857143,85.76696010623488,2011.980951,2207.9918862,31.49976952373981,True,0.04056670149473832
NVIDIA L4,1048576,32,1,eager-host-visible,,7,477.267707,477.58443342857146,1.7495425948463166,476.282528,479.0500196,7.111843034625053,True,0.003663315787506675
NVIDIA L4,1048576,32,1,eager-resident,,7,363.734853,364.7754415714286,2.0628477359170185,363.2953988,367.6577046,5.420071676373482,True,0.005655116822093084
NVIDIA L4,1048576,32,1,graph-resident,,7,363.88039,365.0113892857143,1.6227818808659675,363.7267306,366.8497466,5.422240346670151,True,0.004445839029958947
NVIDIA L4,1048576,32,8,cpu,1.0,7,11693.120682,11743.208110428572,192.3317989393583,11561.8552468,11960.0583506,174.24107614159584,False,0.0163781308421638
NVIDIA L4,1048576,32,8,cpu,8.0,7,2814.359351,2823.54839,23.87901845859822,2801.5501744000003,2854.9761962,41.93722234666348,False,0.008457095526738333
NVIDIA L4,1048576,32,8,eager-host-visible,,7,438.455361,442.53189000000003,8.033884649459422,436.9968536,454.15407419999997,6.533494010567665,False,0.018154363179248893
NVIDIA L4,1048576,32,8,eager-resident,,7,364.065756,365.4701521428571,2.610120002540782,363.4770764,369.183086,5.4250025153160095,False,0.007141814419691715
NVIDIA L4,1048576,32,8,graph-resident,,7,365.76065,366.5817972857143,1.7336647027609446,364.9866672,368.755944,5.450258404016495,False,0.0047292711083789145
